date,project,platform,country,ad_network,ad_placement,ad_type,revenue,impressions,ecpm
2026-05-24,项目A,android,US,UnityAds,banner_home,banner,63.55,9468,6.71
2026-05-24,项目A,android,US,AppLovin,interstitial_level_complete,interstitial,130.73,17350,7.53
2026-05-24,项目A,android,US,AdMob,rewarded_daily_bonus,rewarded,225.48,29761,7.58
2026-05-24,项目A,android,BR,UnityAds,banner_home,banner,32.15,3120,10.3
2026-05-24,项目A,android,BR,AppLovin,interstitial_level_complete,interstitial,76.03,7940,9.58
2026-05-24,项目A,android,BR,AdMob,rewarded_daily_bonus,rewarded,124.83,12182,10.25
2026-05-24,项目A,android,IN,UnityAds,banner_home,banner,36.05,3539,10.19
2026-05-24,项目A,android,IN,AppLovin,interstitial_level_complete,interstitial,77.1,7462,10.33
2026-05-24,项目A,android,IN,AdMob,rewarded_daily_bonus,rewarded,104.08,12868,8.09
2026-05-24,项目A,android,PH,UnityAds,banner_home,banner,24.34,3197,7.61
2026-05-24,项目A,android,PH,AppLovin,interstitial_level_complete,interstitial,61.03,8474,7.2
2026-05-24,项目A,android,PH,AdMob,rewarded_daily_bonus,rewarded,100.19,13158,7.61
2026-05-24,项目A,android,VN,UnityAds,banner_home,banner,22.22,2156,10.31
2026-05-24,项目A,android,VN,AppLovin,interstitial_level_complete,interstitial,46.5,3822,12.17
2026-05-24,项目A,android,VN,AdMob,rewarded_daily_bonus,rewarded,82.41,6560,12.56
2026-05-24,项目A,ios,US,UnityAds,banner_home,banner,30.09,4663,6.45
2026-05-24,项目A,ios,US,AppLovin,interstitial_level_complete,interstitial,65.07,9848,6.61
2026-05-24,项目A,ios,US,AdMob,rewarded_daily_bonus,rewarded,122.33,14054,8.7
2026-05-24,项目A,ios,BR,UnityAds,banner_home,banner,21.56,1861,11.59
2026-05-24,项目A,ios,BR,AppLovin,interstitial_level_complete,interstitial,43.39,4158,10.44
2026-05-24,项目A,ios,BR,AdMob,rewarded_daily_bonus,rewarded,61.92,5224,11.85
2026-05-24,项目A,ios,IN,UnityAds,banner_home,banner,18.85,2149,8.77
2026-05-24,项目A,ios,IN,AppLovin,interstitial_level_complete,interstitial,42.25,5591,7.56
2026-05-24,项目A,ios,IN,AdMob,rewarded_daily_bonus,rewarded,63.19,7877,8.02
2026-05-24,项目A,ios,PH,UnityAds,banner_home,banner,14.95,1578,9.47
2026-05-24,项目A,ios,PH,AppLovin,interstitial_level_complete,interstitial,32.28,4283,7.54
2026-05-24,项目A,ios,PH,AdMob,rewarded_daily_bonus,rewarded,50.56,5055,10.0
2026-05-24,项目A,ios,VN,UnityAds,banner_home,banner,13.18,1329,9.92
2026-05-24,项目A,ios,VN,AppLovin,interstitial_level_complete,interstitial,26.6,2670,9.96
2026-05-24,项目A,ios,VN,AdMob,rewarded_daily_bonus,rewarded,41.69,4215,9.89
2026-05-25,项目A,android,US,UnityAds,banner_home,banner,73.28,7241,10.12
2026-05-25,项目A,android,US,AppLovin,interstitial_level_complete,interstitial,177.38,19255,9.21
2026-05-25,项目A,android,US,AdMob,rewarded_daily_bonus,rewarded,247.38,22501,10.99
2026-05-25,项目A,android,BR,UnityAds,banner_home,banner,40.4,5938,6.8
2026-05-25,项目A,android,BR,AppLovin,interstitial_level_complete,interstitial,96.87,10936,8.86
2026-05-25,项目A,android,BR,AdMob,rewarded_daily_bonus,rewarded,137.86,19018,7.25
2026-05-25,项目A,android,IN,UnityAds,banner_home,banner,30.62,4130,7.41
2026-05-25,项目A,android,IN,AppLovin,interstitial_level_complete,interstitial,67.49,9700,6.96
2026-05-25,项目A,android,IN,AdMob,rewarded_daily_bonus,rewarded,125.44,16824,7.46
2026-05-25,项目A,android,PH,UnityAds,banner_home,banner,29.43,3820,7.7
2026-05-25,项目A,android,PH,AppLovin,interstitial_level_complete,interstitial,61.93,10154,6.1
2026-05-25,项目A,android,PH,AdMob,rewarded_daily_bonus,rewarded,93.11,14133,6.59
2026-05-25,项目A,android,VN,UnityAds,banner_home,banner,24.61,3389,7.26
2026-05-25,项目A,android,VN,AppLovin,interstitial_level_complete,interstitial,62.07,9235,6.72
2026-05-25,项目A,android,VN,AdMob,rewarded_daily_bonus,rewarded,68.1,11804,5.77
2026-05-25,项目A,ios,US,UnityAds,banner_home,banner,38.62,6361,6.07
2026-05-25,项目A,ios,US,AppLovin,interstitial_level_complete,interstitial,90.75,15511,5.85
2026-05-25,项目A,ios,US,AdMob,rewarded_daily_bonus,rewarded,116.67,16669,7.0
2026-05-25,项目A,ios,BR,UnityAds,banner_home,banner,25.41,1800,14.12
2026-05-25,项目A,ios,BR,AppLovin,interstitial_level_complete,interstitial,49.39,4503,10.97
2026-05-25,项目A,ios,BR,AdMob,rewarded_daily_bonus,rewarded,75.1,7164,10.48
2026-05-25,项目A,ios,IN,UnityAds,banner_home,banner,17.1,1883,9.08
2026-05-25,项目A,ios,IN,AppLovin,interstitial_level_complete,interstitial,41.55,4068,10.21
2026-05-25,项目A,ios,IN,AdMob,rewarded_daily_bonus,rewarded,68.64,6608,10.39
2026-05-25,项目A,ios,PH,UnityAds,banner_home,banner,13.33,2364,5.64
2026-05-25,项目A,ios,PH,AppLovin,interstitial_level_complete,interstitial,33.33,5182,6.43
2026-05-25,项目A,ios,PH,AdMob,rewarded_daily_bonus,rewarded,51.86,6334,8.19
2026-05-25,项目A,ios,VN,UnityAds,banner_home,banner,13.14,1737,7.56
2026-05-25,项目A,ios,VN,AppLovin,interstitial_level_complete,interstitial,26.84,4197,6.4
2026-05-25,项目A,ios,VN,AdMob,rewarded_daily_bonus,rewarded,41.15,4793,8.59
2026-05-26,项目A,android,US,UnityAds,banner_home,banner,63.82,9149,6.98
2026-05-26,项目A,android,US,AppLovin,interstitial_level_complete,interstitial,137.27,20039,6.85
2026-05-26,项目A,android,US,AdMob,rewarded_daily_bonus,rewarded,258.49,35793,7.22
2026-05-26,项目A,android,BR,UnityAds,banner_home,banner,37.69,5820,6.48
2026-05-26,项目A,android,BR,AppLovin,interstitial_level_complete,interstitial,77.9,11768,6.62
2026-05-26,项目A,android,BR,AdMob,rewarded_daily_bonus,rewarded,134.09,17041,7.87
2026-05-26,项目A,android,IN,UnityAds,banner_home,banner,36.05,5733,6.29
2026-05-26,项目A,android,IN,AppLovin,interstitial_level_complete,interstitial,93.71,11481,8.16
2026-05-26,项目A,android,IN,AdMob,rewarded_daily_bonus,rewarded,130.2,17466,7.45
2026-05-26,项目A,android,PH,UnityAds,banner_home,banner,33.39,2888,11.56
2026-05-26,项目A,android,PH,AppLovin,interstitial_level_complete,interstitial,74.15,6163,12.03
2026-05-26,项目A,android,PH,AdMob,rewarded_daily_bonus,rewarded,86.99,11203,7.76
2026-05-26,项目A,android,VN,UnityAds,banner_home,banner,21.79,3538,6.16
2026-05-26,项目A,android,VN,AppLovin,interstitial_level_complete,interstitial,60.03,7758,7.74
2026-05-26,项目A,android,VN,AdMob,rewarded_daily_bonus,rewarded,75.71,12841,5.9
2026-05-26,项目A,ios,US,UnityAds,banner_home,banner,42.53,4666,9.11
2026-05-26,项目A,ios,US,AppLovin,interstitial_level_complete,interstitial,84.93,10220,8.31
2026-05-26,项目A,ios,US,AdMob,rewarded_daily_bonus,rewarded,139.9,14518,9.64
2026-05-26,项目A,ios,BR,UnityAds,banner_home,banner,23.74,2531,9.38
2026-05-26,项目A,ios,BR,AppLovin,interstitial_level_complete,interstitial,52.38,4849,10.8
2026-05-26,项目A,ios,BR,AdMob,rewarded_daily_bonus,rewarded,65.84,8588,7.67
2026-05-26,项目A,ios,IN,UnityAds,banner_home,banner,22.68,1753,12.94
2026-05-26,项目A,ios,IN,AppLovin,interstitial_level_complete,interstitial,40.92,4120,9.93
2026-05-26,项目A,ios,IN,AdMob,rewarded_daily_bonus,rewarded,67.92,6371,10.66
2026-05-26,项目A,ios,PH,UnityAds,banner_home,banner,17.2,2462,6.99
2026-05-26,项目A,ios,PH,AppLovin,interstitial_level_complete,interstitial,32.6,4770,6.83
2026-05-26,项目A,ios,PH,AdMob,rewarded_daily_bonus,rewarded,56.55,7585,7.46
2026-05-26,项目A,ios,VN,UnityAds,banner_home,banner,15.09,1033,14.61
2026-05-26,项目A,ios,VN,AppLovin,interstitial_level_complete,interstitial,28.61,2622,10.91
2026-05-26,项目A,ios,VN,AdMob,rewarded_daily_bonus,rewarded,48.49,4410,11.0
2026-05-27,项目A,android,US,UnityAds,banner_home,banner,82.26,8484,9.7
2026-05-27,项目A,android,US,AppLovin,interstitial_level_complete,interstitial,178.84,20175,8.86
2026-05-27,项目A,android,US,AdMob,rewarded_daily_bonus,rewarded,249.13,26762,9.31
2026-05-27,项目A,android,BR,UnityAds,banner_home,banner,41.17,3323,12.39
2026-05-27,项目A,android,BR,AppLovin,interstitial_level_complete,interstitial,88.02,7832,11.24
2026-05-27,项目A,android,BR,AdMob,rewarded_daily_bonus,rewarded,128.53,14127,9.1
2026-05-27,项目A,android,IN,UnityAds,banner_home,banner,34.34,6327,5.43
2026-05-27,项目A,android,IN,AppLovin,interstitial_level_complete,interstitial,91.33,12987,7.03
2026-05-27,项目A,android,IN,AdMob,rewarded_daily_bonus,rewarded,117.52,18069,6.5
2026-05-27,项目A,android,PH,UnityAds,banner_home,banner,37.58,3221,11.67
2026-05-27,项目A,android,PH,AppLovin,interstitial_level_complete,interstitial,82.53,9541,8.65
2026-05-27,项目A,android,PH,AdMob,rewarded_daily_bonus,rewarded,99.9,11834,8.44
2026-05-27,项目A,android,VN,UnityAds,banner_home,banner,26.38,3223,8.18
2026-05-27,项目A,android,VN,AppLovin,interstitial_level_complete,interstitial,53.54,8100,6.61
2026-05-27,项目A,android,VN,AdMob,rewarded_daily_bonus,rewarded,95.07,11245,8.45
2026-05-27,项目A,ios,US,UnityAds,banner_home,banner,33.77,5216,6.47
2026-05-27,项目A,ios,US,AppLovin,interstitial_level_complete,interstitial,93.01,10463,8.89
2026-05-27,项目A,ios,US,AdMob,rewarded_daily_bonus,rewarded,129.71,16829,7.71
2026-05-27,项目A,ios,BR,UnityAds,banner_home,banner,24.94,2903,8.59
2026-05-27,项目A,ios,BR,AppLovin,interstitial_level_complete,interstitial,52.31,7367,7.1
2026-05-27,项目A,ios,BR,AdMob,rewarded_daily_bonus,rewarded,75.06,10882,6.9
2026-05-27,项目A,ios,IN,UnityAds,banner_home,banner,20.53,1972,10.41
2026-05-27,项目A,ios,IN,AppLovin,interstitial_level_complete,interstitial,54.69,4851,11.27
2026-05-27,项目A,ios,IN,AdMob,rewarded_daily_bonus,rewarded,65.17,7781,8.38
2026-05-27,项目A,ios,PH,UnityAds,banner_home,banner,16.7,2086,8.01
2026-05-27,项目A,ios,PH,AppLovin,interstitial_level_complete,interstitial,38.2,5271,7.25
2026-05-27,项目A,ios,PH,AdMob,rewarded_daily_bonus,rewarded,52.34,7418,7.06
2026-05-27,项目A,ios,VN,UnityAds,banner_home,banner,12.38,1713,7.23
2026-05-27,项目A,ios,VN,AppLovin,interstitial_level_complete,interstitial,25.99,4153,6.26
2026-05-27,项目A,ios,VN,AdMob,rewarded_daily_bonus,rewarded,42.67,4581,9.31
